Plot	Values
normal	2.92
right	5.00995706075
split	4.04045914002
left	2.69100187606
lines	2.6711778701
normal	2.92
right	4.74008897327
split	4.05070805571
left	2.6782361251
lines	2.70597237074
normal	2.96
right	4.64328793251
split	4.31364165032
left	2.67318731026
lines	2.68293606317
normal	2.96
right	4.49013792171
split	3.786791528
left	2.6919885089
lines	3.00037626582
normal	2.96
right	4.41082399243
split	5.15166545965
left	2.6781342596
lines	2.79164557418
normal	2.96
right	4.3466118561
split	4.97577877216
left	2.68325683739
lines	2.67243455462
normal	2.96
right	4.30675812015
split	4.48533373186
left	2.68289478614
lines	2.67114917961
normal	2.96
right	4.15011713536
split	4.9134117644
left	2.68126877121
lines	2.69393153924
normal	2.96
right	3.89705538159
split	4.70357706327
left	2.67440825896
lines	3.00139376423
normal	2.96
right	4.83128092731
split	4.55198653134
left	2.67919523444
lines	2.67022696497
normal	3
right	4.44718419501
split	4.42435114481
left	2.67078567771
lines	2.67126131665
normal	3
right	4.6833027424300004
split	4.03129213351
left	2.6834342445
lines	2.67048070077
normal	3
right	4.29314802212
split	4.91858450254
left	2.67979628218
lines	2.67350615698
normal	3
right	4.78102928364
split	4.12619914757
left	2.67449895928
lines	3.0221580296
normal	3
right	3.89770612488
split	4.05753722882
left	2.75144135793
lines	2.69184792085
normal	3
right	4.42085642248
split	4.50102833098
left	2.68578702559
lines	2.6978282976
normal	3
right	4.94685973077
split	3.93751187037
left	2.67973685752
lines	3.01876805153
normal	3
right	3.86628603206
split	3.91206446958
left	2.67137375811
lines	3.01102242224
normal	3.04
right	4.47956628782
split	4.58326349293
left	2.67894665704
lines	2.68896939421
normal	3.04
right	3.97185188402
split	4.75834052055
left	2.68557269314
lines	2.67961805878
normal	3.04
right	3.81048654435
split	5.23506033913
left	2.68749540082
lines	2.68564795308
normal	3.04
right	4.23926141543
split	5.22062619291
left	2.67199506429
lines	2.6894871838
normal	3.04
right	4.42451644706
split	4.6438094973
left	2.68963171131
lines	2.67091247139
normal	3.04
right	4.91819063558
split	3.90879952315
left	2.67743656095
lines	2.68022487396
normal	3.04
right	5.13358690114
split	4.66783497061
left	2.70799477744
lines	2.67169974685
normal	3.08
right	4.4726789895
split	4.30520723865
left	2.6715775646
lines	2.70829924411
normal	3.08
right	4.58490984821
split	3.89008278508
left	2.67649077135
lines	3.00565993242
normal	3.08
right	4.49970824326
split	5.17306268524
left	2.67073448364
lines	2.90593033238
normal	3.08
right	5.12336738649
split	3.86430978758
left	2.68063938157
lines	2.68588832918
normal	3.08
right	5.04141939775
split	4.96217563377
left	2.6744379762
lines	2.67808166602
normal	3.08
right	4.04604501883
split	3.98983954101
left	2.67203216395
lines	3.06752979044
normal	3.08
right	4.15814923166
split	4.45924712141
left	2.67481949948
lines	2.67165862592
normal	3.12
right	4.03148500192
split	4.21391947093
left	2.67424572607
lines	2.67751588976
normal	3.12
right	4.50891084532
split	4.60402337571
left	2.6898844730200002
lines	2.68184140228
normal	3.12
right	4.37677355889
split	5.0697700249
left	2.68471282605
lines	3.00170392497
normal	3.12
right	4.32953688797
split	4.6228958944
left	2.68309115585
lines	2.7257675178
normal	3.12
right	4.58609112931
split	4.39490105094
left	2.68260614933
lines	3.07496946616
normal	3.12
right	4.32601465884
split	4.5327247874
left	2.68343820985
lines	2.69183167294
normal	3.12
right	4.72421898171
split	4.78884090645
left	2.67310856167
lines	3.00005701731
normal	3.16
right	3.94786260499
split	4.26856361913
left	2.69726250706
lines	2.67587624583
normal	3.16
right	4.20258801614
split	5.07163681677
left	2.67839077093
lines	3.0001409479
normal	3.16
right	4.81120859775
split	5.0817062536
left	2.70334140764
lines	3.00909268166
normal	3.16
right	4.94467999578
split	4.7292475487
left	2.69249399776
lines	3.00035461952
normal	3.16
right	5.61519989052
split	5.00061845055
left	2.6754396511
lines	2.9592503638
normal	3.16
right	4.45888113612
split	5.05293306603
left	2.67820024667
lines	3.00029427196
normal	3.16
right	4.77764066879
split	5.51506588973
left	2.69844714868
lines	3.00245005283
normal	3.2
right	5.46405119885
split	5.20112357096
left	2.68872326022
lines	3.02906889307
normal	3.2
right	4.4071723895
split	4.63017118843
left	2.67141128607
lines	2.68940357438
normal	3.2
right	4.26344974882
split	5.2569405991
left	2.6818928424
lines	3.00342068364
normal	3.2
right	4.98939187733
split	4.51966586311
left	2.6847382157
lines	2.67336275547
normal	3.2
right	4.2500289177
split	4.76255181936
left	2.6781229891
lines	3.05194933377
normal	3.2
right	5.3188543687
split	4.95984550451
left	2.67175683668
lines	2.6905905017
normal	3.2
right	4.10908725428
split	5.43472483454
left	2.6894396512
lines	3.00456630538
normal	3.24
right	5.068654512
split	4.21577205567
left	2.6858551866
lines	3.02178770903
normal	3.24
right	4.44268888047
split	5.17069310915
left	2.68001695981
lines	3.00015510789
normal	3.24
right	5.41856042188
split	5.17686593574
left	2.67710547777
lines	2.6840177021
normal	3.24
right	4.70232330901
split	4.63383608768
left	2.81295233685
lines	2.68006766547
normal	3.24
right	4.10793955059
split	4.07754335013
left	2.67521754607
lines	3.03125488697
normal	3.24
right	4.39067259459
split	4.98616912309
left	2.68122566259
lines	3.01006105137
normal	3.24
right	4.00184863556
split	5.95098272262
left	2.68006334026
lines	2.67454819139
normal	3.28
right	4.75866097916
split	5.35668777446
left	2.68460170311
lines	2.74873115267
normal	3.28
right	4.78568432126
split	4.9399624939
left	2.67198454585
lines	2.70389231469
normal	3.28
right	4.11768152062
split	3.92306816389
left	2.68120028309
lines	2.70245485122
normal	3.28
right	6.14502663586
split	4.84046179341
left	2.67487671396
lines	2.68223769334
normal	3.28
right	5.31498766554
split	4.35494223125
left	2.68574302801
lines	3.00039402727
normal	3.28
right	4.78304414436
split	4.78266223421
left	2.67237014847
lines	2.70848148811
normal	3.28
right	4.812621309
split	4.2204048691
left	2.68313481323
lines	2.67846828126
normal	3.32
right	4.93825315247
split	5.02242774009
left	2.7187676393
lines	2.67739543431
normal	3.32
right	5.41498472409
split	4.81240647173
left	2.67426964888
lines	2.67430387979
normal	3.32
right	4.10457260236
split	5.66157937701
left	2.6746715655
lines	2.6800067608
normal	3.32
right	4.24962322959
split	5.1473438151
left	2.67255126235
lines	2.7020541095
normal	3.32
right	4.00235113107
split	5.1188332489
left	2.68475761644
lines	3.19070971192
normal	3.32
right	5.0936814567
split	4.2993079329
left	2.71372563772
lines	3.02077451126
normal	3.32
right	4.46697705965
split	4.71149146874
left	2.67529189244
lines	3.01580371156
normal	3.36
right	4.3656624072
split	5.02914905093
left	2.67056589602
lines	2.68158940446
normal	3.36
right	4.85167964042
split	4.21587591241
left	2.68551828957
lines	2.67155821981
normal	3.36
right	4.51802858697
split	4.67238302698
left	2.67607129111
lines	3.00013620572
normal	3.36
right	4.84984367783
split	4.92467861292
left	2.67742020357
lines	2.68432584463
normal	3.36
right	4.99639235496
split	4.95071731812
left	2.69620363607
lines	3.00054507127
normal	3.36
right	4.97394511509
split	4.94784695345
left	2.75444744174
lines	2.67504517227
normal	3.36
right	4.49287523421
split	4.99891572414
left	2.67091531404
lines	2.67112821321
normal	3.4
right	4.63491915511
split	4.86467048488
left	2.69685993541
lines	3.00046560417
normal	3.4
right	4.51993957107
split	4.66030296355
left	2.68020316808
lines	3.0045140623
normal	3.4
right	4.86933816555
split	4.57306903744
left	2.69992116747
lines	2.67890342742
normal	3.4
right	5.06170802946
split	4.98318388658
left	2.73639096911
lines	3.00041447013
normal	3.4
right	4.47600956888
split	4.65090071723
left	2.70659103632
lines	2.96107356705
normal	3.4
right	4.33680479385
split	5.4378063866
left	2.67606195625
lines	3.12143375633
normal	3.4
right	4.54282454491
split	4.39464649144
left	2.67694277995
lines	3.00702752364
normal	3.44
right	4.31470957743
split	4.70576105381
left	2.67703714946
lines	3.00227828962
normal	3.44
right	4.34986376096
split	5.01408754716
left	2.6720891332
lines	3.00093282156
normal	3.44
right	5.66676860973
split	5.16833623642
left	2.67387738493
lines	3.00430493896
normal	3.44
right	4.05188209673
split	4.90574049799
left	2.70594663153
lines	3.00044562924
normal	3.44
right	4.82854763952
split	5.6960192446
left	2.71293534916
lines	2.67679339331
normal	3.44
right	5.04043669307
split	4.42711542398
left	2.68043484949
lines	2.71039579597
normal	3.44
right	5.30477581951
split	4.92599506539
left	2.69863155168
lines	2.70966768534
normal	3.48
right	5.15760507571
split	4.60947048886
left	2.6810665466
lines	3.00311752249
normal	3.48
right	5.07382046111
split	5.47843475355
left	2.67334346926
lines	2.67074073323
normal	3.48
right	5.40493444703
split	4.82926756222
left	2.67979314572
lines	2.68773917491
normal	3.48
right	4.85349302944
split	5.19967333491
left	2.68510343947
lines	3.0115820023
normal	3.48
right	4.32476491133
split	4.89332211132
left	2.6836839811
lines	2.6836123284
normal	3.48
right	4.67720765198
split	4.68077600507
left	2.67091345555
lines	3.01605229919
normal	3.48
right	5.31188383321
split	4.82464283991
left	2.68400873604
lines	3.00090373905
normal	3.52
right	5.17576529024
split	4.34736333433
left	2.70359944973
lines	2.67942488748
normal	3.52
right	5.24844041095
split	5.18181087478
left	2.67581035396
lines	3.00082535841
normal	3.52
right	5.35643115549
split	5.00575302574
left	2.67583315815
lines	2.67230086522
normal	3.52
right	5.05423274673
split	4.55037558991
left	2.68660748715
lines	2.67551621925
normal	3.52
right	4.64275576132
split	5.22456935697
left	2.67036525874
lines	2.67551449562
normal	3.52
right	5.31071772472
split	5.90550795716
left	2.69967997374
lines	2.67636289297
normal	3.52
right	4.8943633011
split	5.42461057735
left	2.79712220159
lines	3.00208769688
normal	3.56
right	4.87106808908
split	4.55408596327
left	2.67497187273
lines	3.00396770273
normal	3.56
right	5.23534027893
split	5.0400198438
left	2.67291267613
lines	2.6885946214
normal	3.56
right	5.26936789207
split	5.17236637636
left	2.68042126039
lines	3.00026734284
normal	3.56
right	5.38555855508
split	5.07586698939
left	2.67062150673
lines	2.72061660869
normal	3.56
right	4.96463068391
split	5.72054055078
left	2.68937141812
lines	3.00411706762
normal	3.56
right	5.02879382437
split	4.32897302515
left	2.69807461776
lines	3.02174942119
normal	3.56
right	4.94143556001
split	4.78584371858
left	2.67105530064
lines	3.0011125588
normal	3.6
right	4.68345159197
split	5.85604683773
left	2.68798715911
lines	2.87659905123
normal	3.6
right	4.98127583668
split	5.04102214481
left	2.72241206356
lines	2.95842971723
normal	3.6
right	5.31530581422
split	4.98673341984
left	2.69506331382
lines	2.67593399226
normal	3.6
right	5.46501898652
split	5.43173964046
left	2.73253658109
lines	2.67275037104
normal	3.6
right	5.63462822949
split	4.90635754114
left	2.68005703517
lines	2.72338273183
normal	3.6
right	4.74459558143
split	5.84265156147
left	2.72156747013
lines	2.67298240295
normal	3.6
right	5.05493616223
split	3.99350522802
left	2.67692260339
lines	3.00073202083
normal	3.64
right	4.83691933073
split	4.86190422652
left	2.67237771924
lines	3.00004241041
normal	3.64
right	5.23573008576
split	5.48596289868
left	2.67084244736
lines	2.71978539976
normal	3.64
right	4.79187928327
split	5.51495807589
left	2.76666380252
lines	2.9262077637
normal	3.64
right	4.95084431151
split	5.98111399454
left	2.68749762632
lines	2.68255877622
normal	3.64
right	4.91779553894
split	5.25150713302
left	2.68559391512
lines	3.00060694056
normal	3.64
right	5.25559912384
split	5.6917213757
left	2.68059977264
lines	3.00167225674
normal	3.64
right	5.10365250253
split	6.0086825532
left	2.68186349374
lines	2.74965631737
normal	3.68
right	5.33464423493
split	5.79603362412
left	2.68891667099
lines	2.77825413156
normal	3.68
right	5.33271278329
split	4.89893497285
left	2.69793391938
lines	2.68524564943
normal	3.68
right	6.07939942777
split	4.94315810384
left	2.67372837007
lines	3.00043626601
normal	3.68
right	4.9726593763
split	4.81699368021
left	2.67070534419
lines	2.69146231856
normal	3.68
right	5.65987016703
split	5.31175936745
left	2.73051360036
lines	3.01879456385
normal	3.68
right	4.79485959548
split	5.51032177487
left	2.83318695393
lines	2.70397559981
normal	3.68
right	5.39917294739
split	5.52222961396
left	2.69350614987
lines	2.67573491317
normal	3.72
right	5.73353100402
split	4.92990809198
left	2.67221887346
lines	3.00056407751
normal	3.72
right	5.97659886383
split	5.23920107426
left	2.71362552009
lines	3.00431167547
normal	3.72
right	5.05508933969
split	5.10968434908
left	2.67954174646
lines	2.67574827629
normal	3.72
right	4.60283385629
split	4.24116526403
left	2.71118540116
lines	3.0086906192
normal	3.72
right	4.98015291698
split	5.33305822489
left	2.68347660428
lines	3.00025964024
normal	3.72
right	5.84933791426
split	5.10073678715
left	2.67571512214
lines	3.01616798324
normal	3.76
right	5.16748410657
split	5.48698362236
left	2.68302553672
lines	3.01128692937
normal	3.76
right	5.78605046918
split	4.67285590524
left	2.70274933948
lines	3.002258238
normal	3.76
right	5.2873553781
split	5.10240454318
left	2.6859504433
lines	3.00329529459
normal	3.76
right	4.93338706865
split	5.17830067564
left	2.70308928171
lines	3.00021863336
normal	3.76
right	5.16382186943
split	5.19920601872
left	2.91067315283
lines	2.67933586537
normal	3.76
right	5.57174927817
split	4.98022745237
left	2.69494133227
lines	3.00189334381
normal	3.8
right	5.36923761233
split	5.89731198657
left	2.68425698441
lines	3.0670306775
normal	3.8
right	5.42237720883
split	4.74426269326
left	2.85854368129
lines	3.00333068931
normal	3.8
right	4.24817892959
split	5.17421589536
left	2.68129732558
lines	3.19837824218
normal	3.8
right	4.95256893154
split	5.63966417632
left	2.67315374007
lines	3.00048615261
normal	3.8
right	5.58380682639
split	6.01546223369
left	2.67662189593
lines	3.13972143547
normal	3.8
right	6.03765553797
split	5.05828671551
left	2.67402042197
lines	3.00291548983
normal	3.84
right	5.3445475285
split	5.47482670894
left	2.67396039204
lines	3.00158418297
normal	3.84
right	5.46768942993
split	4.78632703098
left	2.70478751884
lines	2.68458658782
normal	3.84
right	5.84244667319
split	5.95849791366
left	2.67192192887
lines	3.00435444716
normal	3.84
right	5.8551985205
split	5.19957128649
left	2.69570128294
lines	3.0141476787
normal	3.84
right	5.9175299638
split	5.27425544874
left	2.69884887205
lines	3.15380442965
normal	3.84
right	6.09363133236
split	4.90269877772
left	2.78117451077
lines	2.83343625798
normal	3.88
right	5.68181789822
split	5.16563073984
left	2.70150367182
lines	2.68582740694
normal	3.88
right	5.92151272165
split	5.3328838227
left	2.69474029112
lines	3.00392568801
normal	3.88
right	5.68221561607
split	5.3159698519
left	2.69421677674
lines	2.68607456111
normal	3.88
right	5.49850911841
split	6.14463209634
left	2.74003463446
lines	3.00186501261
normal	3.88
right	5.92932868339
split	5.17138176701
left	2.67594772063
lines	3.03969868634
normal	3.88
right	5.76007757224
split	4.69169372446
left	2.67465016368
lines	2.70357489368
normal	3.92
right	5.52850648455
split	5.68165194538
left	2.68523454128
lines	3.00527332251
normal	3.92
right	5.30595827675
split	5.07900401176
left	2.88079115297
lines	3.00148799625
normal	3.92
right	5.33989839973
split	4.977531594
left	2.73522777473
lines	3.00015610037
normal	3.92
right	6.20787277602
split	4.96362873556
left	2.71477128627
lines	2.67068904177
normal	3.92
right	5.84207697165
split	4.83192781054
left	2.70791812805
lines	3.00022181873
normal	3.92
right	6.38773783951
split	4.76780758831
left	2.68687048855
lines	3.0011628127
normal	3.96
right	5.14208207317
split	5.7293217192
left	2.67100299505
lines	2.70838928835
normal	3.96
right	6.22757467526
split	6.66115222253
left	2.68747696356
lines	3.00234803175
normal	3.96
right	5.83238266585
split	5.23079835936
left	2.84839159063
lines	3.00538984963
normal	3.96
right	5.9784773807
split	6.22495175205
left	2.67082550944
lines	3.0001088336
normal	3.96
right	5.67746584778
split	6.64119042309
left	2.88078827129
lines	3.01597182254
normal	3.96
right	5.2596989551
split	5.44456560802
left	2.71846281029
lines	3.00036671794
normal	4
right	6.95146977356
split	6.61934902168
left	2.70503132968
lines	2.72240807722
normal	4
right	5.45144567866
split	4.99275531954
left	2.70750522385
lines	3.00164039475
normal	4
right	5.79101112486
split	4.89225997958
left	2.6889859299
lines	3.00453411962
normal	4
right	5.23073211922
split	6.41179244612
left	2.69118979055
lines	3.00033574177
normal	4
right	5.51015072119
split	5.36769207281
left	2.72939861909
lines	2.84123780262
normal	4
right	5.19331749751
split	5.04008052056
left	2.70852644594
lines	3.00040950142
normal	4.04
right	5.6875220532
split	5.36812682782
left	3.3643460876
lines	3.00911922105
normal	4.04
right	4.5407198643
split	5.84812387726
left	2.72505511174
lines	3.00565083502
normal	4.04
right	5.32098319219
split	5.49920007155
left	2.69477198938
lines	3.0013314779
normal	4.04
right	5.5092499899
split	5.4302427575
left	2.71841289618
lines	2.68665666745
normal	4.04
right	5.27259786336
split	4.86861028096
left	2.69372233192
lines	3.01740358983
normal	4.04
right	5.83787832883
split	6.35749395898
left	2.71496067869
lines	3.10617261025
normal	4.08
right	5.31687177811
split	5.15437540695
left	2.89462588041
lines	3.23684649892
normal	4.08
right	5.27633217695
split	4.91725515319
left	2.67720166373
lines	2.96717963522
normal	4.08
right	5.82521139584
split	5.69762765201
left	2.81106992888
lines	2.70639410455
normal	4.08
right	5.67476445549
split	5.42607050649
left	2.67245936215
lines	2.6709432368
normal	4.08
right	6.13084972235
split	5.79929162167
left	2.8333353628
lines	3.03284118367
normal	4.08
right	5.33768037798
split	5.07456905755
left	2.74229309582
lines	3.08579752907
normal	4.12
right	5.39540866998
split	5.32508829203
left	3.33271642705
lines	3.02450924303
normal	4.12
right	5.6416019183
split	5.64387295853
left	2.67316502421
lines	3.02710464733
normal	4.12
right	5.64818500618
split	5.30014410351
left	2.68465127001
lines	2.70819391489
normal	4.12
right	5.05865293983
split	5.31974940505
left	2.69888028765
lines	2.94052540801
normal	4.12
right	5.56152209513
split	6.11855884198
left	2.88938279121
lines	3.00028770503
normal	4.12
right	5.24181057277
split	6.91888438066
left	2.7026745229
lines	2.94897978922
normal	4.16
right	5.79107222889
split	5.29991177042
left	2.83380940545
lines	3.21937596499
normal	4.16
right	5.31390622813
split	5.69216896222
left	2.6711313203
lines	3.00812623534
normal	4.16
right	5.44442346632
split	5.88918317835
left	2.82003711543
lines	3.03687898793
normal	4.16
right	6.67538716813
split	5.25275423
left	2.68978730485
lines	3.10043480566
normal	4.16
right	5.83896334907
split	5.29951280995
left	2.67744206211
lines	3.07191515569
normal	4.16
right	5.83784180986
split	5.79112429542
left	2.80094753664
lines	3.00038837232
normal	4.2
right	6.32521708242
split	5.59570274548
left	2.69718023703
lines	3.0338781638
normal	4.2
right	5.50837664256
split	5.56151715478
left	2.69469365376
lines	3.0471762547
normal	4.2
right	6.05299149009
split	5.09641367565
left	2.68451900909
lines	3.00068608753
normal	4.2
right	6.24967976277
split	6.14316425283
left	2.67574514125
lines	3.01959663837
normal	4.2
right	5.50517921084
split	5.94903960645
left	2.69661869692
lines	3.86033462471
normal	4.2
right	5.70615044205
split	6.71332956439
left	3.48905252972
lines	3.00428210056
normal	4.24
right	6.3937177388
split	5.52572481093
left	2.67105388786
lines	3.00407427087
normal	4.24
right	5.48428304072
split	6.82058095472
left	2.76867622804
lines	3.22964350594
normal	4.24
right	5.356180181
split	6.23945076705
left	3.12542778534
lines	3.0916693849
normal	4.24
right	5.39063054764
split	6.13180518524
left	2.67859106867
lines	3.18548125519
normal	4.24
right	6.14035718333
split	6.03969884502
left	2.70036441728
lines	3.00010626732
normal	4.24
right	5.78530926451
split	5.75103953405
left	2.98884828701
lines	2.7146092140800002
normal	4.28
right	5.42269830961
split	4.97770075991
left	2.76089230121
lines	2.9814075762
normal	4.28
right	5.54475419813
split	5.82005891924
left	2.9029463969
lines	3.00580442594
normal	4.28
right	5.3115710251
split	6.48931871961
left	2.67124354438
lines	3.00762082577
normal	4.28
right	6.06534388149
split	5.78876591235
left	2.71747569005
lines	3.0054067895
normal	4.28
right	6.23195116468
split	6.15932142558
left	3.15476530422
lines	3.00178634635
normal	4.28
right	6.13259765723
split	6.69218842196
left	3.35603288975
lines	4.50157565546
normal	4.32
right	5.33077691176
split	5.67422363044
left	3.10139509868
lines	3.09309705312
normal	4.32
right	6.39657749822
split	5.70936062922
left	3.09612733223
lines	2.67987960456
normal	4.32
right	5.96280895565
split	5.27864189805
left	3.26014133217
lines	3.00764856817
normal	4.32
right	6.11552015042
split	5.80499992971
left	3.21553547707
lines	3.0002688543
normal	4.32
right	5.8132237907
split	5.45847915843
left	2.68947150465
lines	3.45162332121
normal	4.32
right	5.37392737279
split	6.08952761677
left	2.72547027705
lines	4.50032618352
normal	4.36
right	6.25016272703
split	6.1915950868
left	3.00317925374
lines	3.01998027376
normal	4.36
right	5.12957311592
split	6.70829981327
left	2.80542452736
lines	3.00153859424
normal	4.36
right	5.44737513471
split	5.9595792549
left	3.75804729373
lines	3.55927915855
normal	4.36
right	5.87075795942
split	7.88911893568
left	2.80581030244
lines	3.71686377287
normal	4.36
right	6.16909235352
split	5.80418210583
left	3.31443614221
lines	3.23585550531
normal	4.36
right	5.95597415659
split	6.13057680418
left	3.07622972753
lines	3.07357210804
normal	4.4
right	6.47857099907
split	6.29507526089
left	2.93620392277
lines	3.00104793151
normal	4.4
right	6.40459731197
split	5.85598855603
left	2.92151616575
lines	3.48959855058
normal	4.4
right	6.17271521975
split	5.62634502211
left	3.40993217567
lines	3.35934159363
normal	4.4
right	6.1706868905
split	5.6540675602
left	2.7935358522
lines	3.00087020085
normal	4.4
right	6.25536183472
split	5.78926936586
left	3.27578322288
lines	4.50177012555
normal	4.44
right	6.3461924289
split	5.91401495901
left	2.72167014245
lines	3.00200436972
normal	4.44
right	6.69480525402
split	6.31414109683
left	3.17739756169
lines	3.7044175547
normal	4.44
right	6.6054005362
split	6.00905552792
left	3.04178384779
lines	3.30761035782
normal	4.44
right	5.89104971353
split	6.2857549522
left	2.95846941452
lines	3.11634251752
normal	4.44
right	5.55556092167
split	6.08638264471
left	3.38632222125
lines	3.37739121712
normal	4.48
right	5.73037935173
split	6.37385937757
left	3.37902881201
lines	3.63090869986
normal	4.48
right	6.22891787383
split	5.14356678718
left	2.93993623957
lines	4.5000116951
normal	4.48
right	5.69009303392
split	6.14991214729
left	2.85062848733
lines	4.50601903635
normal	4.48
right	6.84055116253
split	6.18858369258
left	2.6944271565
lines	3.00335831119
normal	4.48
right	5.82647629391
split	6.43557169265
left	3.45286801326
lines	4.26037162619
normal	4.52
right	6.66112293156
split	6.32094863875
left	3.08984192101
lines	4.59189486845
normal	4.52
right	6.4033211666
split	5.97821545078
left	2.68140814595
lines	4.5059919741
normal	4.52
right	6.58398189972
split	6.33927061168
left	3.01029274709
lines	4.50050778571
normal	4.52
right	6.03652068189
split	6.14338977046
left	3.1461778435
lines	3.87585045627
normal	4.52
right	6.33510158048
split	6.56400265403
left	3.88924013687
lines	3.17124702325
normal	4.56
right	5.43171171277
split	6.45482075879
left	3.559588084
lines	3.6453355993
normal	4.56
right	6.59363709637
split	6.0994251327
left	3.27099039664
lines	3.01697265143
normal	4.56
right	5.36747731078
split	6.90902897866
left	2.85592053171
lines	4.57278181005
normal	4.56
right	6.44038258168
split	5.87730062352
left	3.37194866666
lines	3.69684841957
normal	4.56
right	6.31583035277
split	6.82470127448
left	3.22142791002
lines	3.27710631533
normal	4.6
right	5.32968791954
split	6.39038984531
left	3.31235786863
lines	3.16496574271
normal	4.6
right	6.17885708834
split	6.74815716694
left	3.33882605744
lines	4.54267776022
normal	4.6
right	6.18446058274
split	6.68693777083
left	3.08343065011
lines	4.27463140891
normal	4.6
right	6.175758415
split	6.28474461539
left	2.71162186557
lines	3.83204631146
normal	4.6
right	5.92436975847
split	6.14552686607
left	2.73600521375
lines	3.80265725967
normal	4.64
right	6.89294387661
split	6.63237299311
left	2.95269753711
lines	4.51585102716
normal	4.64
right	5.97620739375
split	6.2133744493
left	3.19130215951
lines	4.50026287698
normal	4.64
right	6.38805555131
split	5.80963586875
left	2.91965032187
lines	3.56990954987
normal	4.64
right	5.57604850548
split	6.25933454955
left	3.32011549889
lines	4.50022267641
normal	4.64
right	5.8282293496
split	6.92122522908
left	2.75730676045
lines	4.50058431846
normal	4.68
right	7.20248151149
split	6.52996886679
left	3.25041808652
lines	4.20454744638
normal	4.68
right	5.68932259214
split	5.75018913836
left	3.09450450603
lines	3.83681013273
normal	4.68
right	5.63906126488
split	6.4667500035
left	3.3406303782
lines	4.505695148
normal	4.68
right	5.79007447251
split	6.6318636922
left	3.60457700282
lines	4.52559370145
normal	4.68
right	6.22210730334
split	6.51897135887
left	3.30312827734
lines	4.09487419238
normal	4.72
right	5.82754139164
split	6.53998212586
left	3.34456979968
lines	4.50088139796
normal	4.72
right	7.02236442515
split	5.69442076348
left	3.64622148753
lines	4.32171584054
normal	4.72
right	6.29325851382
split	6.30081074143
left	3.42028446254
lines	4.01638867559
normal	4.72
right	5.78384673194
split	6.87150030658
left	3.30400941071
lines	4.50344845448
normal	4.72
right	5.71578124887
split	6.08800188746
left	2.83392498613
lines	4.2159642641
normal	4.76
right	6.04759906249
split	6.14930226632
left	3.26639357203
lines	3.17844370946
normal	4.76
right	6.27956729479
split	5.62996577964
left	3.58384391775
lines	3.9059470851799998
normal	4.76
right	6.37198713348
split	6.51673011578
left	3.07423797421
lines	3.00052459485
normal	4.76
right	6.18870462013
split	7.38477311724
left	3.23681498627
lines	3.00628099472
normal	4.76
right	6.40920882769
split	6.82165732474
left	2.78630503481
lines	3.8449198085
normal	4.8
right	6.2597088684
split	5.74733051188
left	2.88691760866
lines	4.50038884964
normal	4.8
right	6.33887159137
split	6.82285337198
left	3.02747030135
lines	4.50053448473
normal	4.8
right	6.46904243964
split	6.03005256924
left	3.4906326809
lines	3.0424298346
normal	4.8
right	6.98744377939
split	6.436026153
left	3.65283432326
lines	3.8930688067
normal	4.8
right	6.23307424635
split	6.47240925701
left	3.00858390088
lines	4.50421993054
normal	4.84
right	5.81899402048
split	6.61915289333
left	3.30159452407
lines	3.56542316142
normal	4.84
right	6.26631289466
split	5.99407994056
left	3.11917287502
lines	3.49829843548
normal	4.84
right	6.01337824216
split	5.75825811765
left	3.76951968427
lines	3.84246346655
normal	4.84
right	6.52322267825
split	6.17828472084
left	2.79588061253
lines	3.62500237573
normal	4.84
right	5.66302995193
split	6.07668345637
left	3.26007263196
lines	3.64930535186
normal	4.88
right	7.37219851485
split	6.64980736733
left	3.02408656364
lines	3.92675308711
normal	4.88
right	6.88692824059
split	6.63920394592
left	3.38999087315
lines	4.50208999201
normal	4.88
right	6.0831562233
split	6.52618936312
left	2.769390847
lines	3.11788890469
normal	4.88
right	6.44172301648
split	6.07342880067
left	4.1997275357
lines	4.50123296724
normal	4.88
right	6.76453829785
split	6.05179514946
left	2.92743597656
lines	4.50004294763
normal	4.92
right	6.37613878596
split	5.99399255421
left	3.86117920209
lines	3.94318864514
normal	4.92
right	7.14464951525
split	6.29595927563
left	3.9109323464
lines	3.87992484346
normal	4.92
right	5.84414841781
split	6.86284798995
left	3.54250716244
lines	4.50000550608
normal	4.92
right	7.249017833
split	6.82155195133
left	3.06656496493
lines	4.59366372851
normal	4.92
right	7.07901912191
split	6.67945314996
left	3.65372362992
lines	4.50130622341
normal	4.96
right	7.14667669617
split	5.94643944418
left	3.48719907638
lines	3.00373486136
normal	4.96
right	6.12324943645
split	6.76551428137
left	3.99598428569
lines	4.00763097568
normal	4.96
right	6.31764370139
split	5.43377562631
left	3.83219571873
lines	2.67850455353
normal	4.96
right	6.14792957182
split	6.73694455002
left	2.94885350267
lines	3.78289805242
normal	4.96
right	6.87692605322
split	6.35422780241
left	3.99062699214
lines	3.55143463554
normal	5
right	6.3566407557
split	6.9451557801
left	3.95270305519
lines	4.12621858633
normal	5
right	6.97026308086
split	6.23713276909
left	3.31754685566
lines	4.50000513375
normal	5
right	6.32638810049
split	6.21636046133
left	3.21087374539
lines	4.50219531847
normal	5
right	6.7101439373
split	6.54473997999
left	3.63660131089
lines	4.50041576938
normal	5
right	6.77975023201
split	6.06359811134
left	3.35046928146
lines	4.50005087098
